title,desc,image,url,source,date,ru_title,ru_desc
韓國瑜驚爆高市府有「打韓小組」  控退休高官遙控文化局,高雄市議員邱于軒今(24)日赴議會市政總質詢，接連拿出高雄流行音樂中心的臉書擷圖及其他資料，指控高雄市文化局黑幕重重。對此，高雄市長韓國瑜竟語出驚人的表示，有位退休的高雄市府高官正遙控文化局，成立「打韓小組」，甚至每個星期在高雄旗山開會，目的就是要打趴市府新團隊。邱于軒指出，高雄流行音樂中心小編利用,https://newtalk.tw/resize_action2/s.newtalk.tw/album/news/251/5ce79870a143a.png?imgmax=800,https://newtalk.tw/news/view/2019-05-24/250951,NewTalk.tw,20190525,"Хан Го-ю шокирован тем, что у правительства Гаоши есть «группа борьбы с Кореей», чтобы обвинить отставных высокопоставленных чиновников в контроле над культурным бюро.","Член городского совета Гаосюна Цю Юйсюань сегодня (24-го числа) отправился в Генеральный муниципальный совет для допроса и последовательно предоставил скриншоты Facebook и другие материалы Центра поп-музыки Гаосюна, обвинив Бюро культуры города Гаосюн в теневой деятельности. В связи с этим мэр Гаосюна Хан Го-юй с удивлением заявил, что отставной высокопоставленный чиновник городского правительства Гаосюна дистанционно контролирует Бюро культуры и создает «Корейскую боевую группу», они даже каждую неделю проводят собрания. в Цишане, Гаосюн, с целью борьбы с новой командой правительства. Цю Юйсюань отметил, что редактор Гаосюнского центра поп-музыки использовал"
逾期9年蛋黃粉混製保健食品 封存逾4.5萬公斤,高市衛生局 5 月會同檢調查獲華肝基因公司涉嫌以逾期 9 年的蛋黃粉原料混製 28 種保健食品販售，封存原料 535 公斤及庫存品逾 4.5 萬公斤，陳姓負責人等訊後被限制出境出海。,https://cdn.taronews.tw/files/2019/06/20190614PHO0102l.jpg,https://taronews.tw/2019/06/14/371584/,芋傳媒,20190615,"Запечатано более 45 000 килограммов диетической смеси с порошком яичного желтка, просроченной в течение 9 лет.","В мае Бюро здравоохранения Гаоши провело совместное расследование и обнаружило, что компания Huagan Gene подозревается в использовании просроченного в течение 9 лет сырья из порошка яичного желтка для производства и продажи 28 видов здоровой пищи. более 45 000 кг инвентаря.Ответственное лицо по фамилии Чен и др. Позже ему запретили покидать страну и выходить в море."
《蕪菁專欄》一張張的郭董選舉支票，真的可行嗎？,近日郭董提出 0 － 6 歲幼童，將「全額由國家扶養」。話才剛說出口，就被同黨競爭對手朱立倫打臉：「一年高達 2500 億的資金，該從何處來？」,https://cdn.taronews.tw/files/2019/07/20190624PHO0063l.jpg,https://taronews.tw/2019/07/07/395286/,芋傳媒,20190708,Действительно ли осуществима предвыборная проверка Го Дуна в «Столбце репы»?,"Го Дун недавно предложил, чтобы дети в возрасте от 0 до 6 лет были «полностью поддержаны государством». Как только он произнес эти слова, его соперник Чжу Лилунь дал ему пощечину: «Откуда взять средства до 250 миллиардов в год?»"
向华强70大寿群星拱照,“龙五”向华强前晚（12月16日）庆祝70岁大寿，群星拱照，圈中多年好友包括曾志伟、李连杰、刘嘉玲、徐小凤、古天乐、郑秀文、张家辉、邱淑贞、关之琳、许冠文、刘青云及任达华等逾百群星出动，阵容比颁奖礼更为鼎盛。甚至连在红馆开演唱会的刘德华，也趁完场后赶到派对，给足面子。刘嘉玲（中）与刘青云（右）、郭蔼明（左）夫妇聊得很开心，但未见梁朝伟。（互联网）向华强是香港电影圈大亨，曾在电影《赌神》中饰演杀手“龙五”，令人印象深刻。向华强与太太陈岚及儿子向佐接受访问，当自己一直是“50岁”的寿星向华强说生日愿望：“希望健健康康多活20年。”,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium/public/images/201812/20181218/20181218_showbiz-xiang-01.jpg?itok=dwSxwk_U,https://www.zaobao.com.sg/zentertainment/celebs/story20181218-916826?utm_medium=Social&utm_source=Facebook#Echobox=1545120551,Zaobao,20181219,Звезды 70-летия со дня рождения Сян Хуацяна,"""Dragon Five"" Хын Ва Кеунг вчера вечером (16 декабря) отпраздновал свое 70-летие со звездным составом, многолетними друзьями в кругу являются Зенг Чживэй, Джет Ли, Карина Лау, Цуй Сиу Фунг, Луи Ку, Сэмми Ченг, Ченг. Ка Фай, Яу Шучжэнь, Розамунд Кван, Хуэй Гуанвэнь, Лю Цинъюнь и Саймон Ям В ожидании отправки более сотни звезд состав участников еще более успешен, чем церемония награждения. Даже Энди Лау, устроивший концерт в Красном зале, ринулся на вечеринку после концерта, чтобы сохранить лицо. Карина Лау (в центре) радостно болтала с Лю Цинъюнем (справа) и Го Аймином (слева), но не видела Тони Люна. (Интернет) Сян Хуацян — магнат гонконгской киноиндустрии, однажды он сыграл убийцу «Дракона Пятерку» в фильме «Бог игроков», что впечатляет. Сян Хуацян, его жена Чен Лань и сын Сян Цзо дали интервью, и он сказал Хуацяну свое пожелание на день рождения как «50-летнюю» звезду дня рождения: «Я надеюсь прожить 20 лет здоровым и здоровым»."
換完人工關節還是感到疼痛...怎麼辦？醫師：「冷凝試射頻治療」能緩解,張先生是一位87歲的退休教師，主訴雙側肩膀及脖子痠痛已3年多了，尤其轉頭時疼痛更,https://www.cmmedia.com.tw/file/21934/1545050540_294_main_akizou@photoAC(4).jpg,https://www.cmmedia.com.tw/home/articles/13360,信傳媒,20190205,Я все еще чувствую боль после замены искусственного сустава... Что мне делать? Врач: «Криотерапия радиочастотной терапией» может облегчить,"Г-н Чжан, 87-летний учитель на пенсии, более 3 лет жалуется на двустороннюю боль в плече и шее, особенно при повороте головы."
巫统党内“逼宫”阿末扎希台面化,巫统主席阿末扎希之前被控时，巫统内部就传出要他“休假待审”的声音，但他当时强力压制这些异议。巫统多名派系领袖当时也纷纷表态拥护阿末扎希。这种情况如今已经改变，派系领袖目前认为阿末扎希领导无方是造成退党潮的主要原因而要他立即下台。前巫青团长凯利今天在推特要求阿末扎希立刻辞职，並让巫统重选党主席。他指巫统必须立即召开紧急全国代表大会选出新领导层。凯利是今年巫统党选的党主席候选人之一，但最终不敌阿末扎希。,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium/public/images/201812/20181214/20181214_news_zahid.jpg?itok=MzSFS-Nf,https://www.zaobao.com.sg/realtime/world/story20181214-915878?utm_medium=Social&utm_source=Facebook#Echobox=1544794866,Zaobao,20181215,"Ахмад Захид, «вынужденный дворец» в партии «Умно», был доставлен к столу","Когда председателю Umno Ахмаду Захиду ранее были предъявлены обвинения, внутри Umno раздавались голоса, просившие его «выйти на суд», но в то время он решительно подавлял эти несогласия. В то время многие лидеры фракции Умно также выразили свою поддержку Ахмаду Захиду. Теперь эта ситуация изменилась: теперь лидеры фракций считают, что недостаток лидерства Ахмада Захида является основной причиной волны выхода из партии, и хотят, чтобы он немедленно ушел в отставку. Бывший лидер молодежной организации «Умно» Келли сегодня написал в Твиттере, что Ахмад Захид должен немедленно уйти в отставку и позволить Умно переизбрать председателя партии. Он сказал, что Умно должен немедленно созвать чрезвычайный национальный конгресс для избрания нового руководства. Келли был одним из кандидатов в президенты от партии на выборах партии Умно в этом году, но в итоге проиграл Ахмаду Захиду."
风筝线割断四指 抢救16小时接回,江苏南通市两名男子日前放风筝时突遇狂风，因为来不及拿下缠绕手上的线，其中一人四只手指被风筝线割断，另一人则惨遭部分断掌。所幸两人及时送医，经抢救后已将手部断裂处接回。据《江苏新闻》报道，两名年逾50岁的男子周二在南通市区一片空地上放风筝，不久后两人察觉狂风将至，决定收起风筝。风筝线刚收到一半突然刮起大风，两人来不及取下缠在手上的线，其中一人除姆指外，其余四只手指当场被割断，另一人则部分手掌断裂。,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium/public/images/201904/20190412/kite.jpg?itok=z_d9C8R5,https://www.zaobao.com.sg/znews/others/story20190412-948111?utm_medium=social&utm_source=facebook#echobox=1555054228,Zaobao,20190413,"Четыре пальца были оторваны веревкой воздушного змея, спасены в течение 16 часов.","Двое мужчин в городе Наньтун, провинция Цзянсу, попали под сильный ветер во время запуска воздушного змея, так как у них не было времени снять веревку, обмотавшую их руки, у одного из них была отрезана веревка воздушного змея, а другой пострадал. частичная ампутация руки. К счастью, двоих вовремя доставили в больницу, и после спасения сломанная часть руки была восстановлена. Согласно сообщению «Jiangsu News», во вторник двое мужчин старше 50 лет запускали воздушного змея на открытом поле в городе Наньтун. Вскоре после этого они поняли, что приближается сильный ветер, и решили убрать воздушного змея. Когда веревка змея была наполовину получена, внезапно подул сильный ветер, и двое не успели снять веревку, обмотавшуюся вокруг их рук, у одного из них на месте отрубили все четыре пальца, кроме большого, а у другого часть его ладони сломана."
涉喊私会党口号 歌台艺人“黑人”打算认罪,涉嫌在中元会上高喊私会党口号，马国酒王“黑人”伟宗明天被控。他今早受访时表示，做错事就必须承担，打算认罪。《新明日报》独家报道，事件发生在去年9月7日，义顺5道第101座组屋一带的中元会歌台晚宴上。马国酒王“黑人”伟宗高唱《跟往事干杯》时，有人两次高喊私会党的口号，还说是私会党的地盘，让在场的一些观众面有难色，不知所措。根据报道，喊口号的相信是现场的一名观众，另一人则是歌星伟宗。,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium/public/images/201904/20190415/20190415_news_sihuidang_getai.jpg?itok=rIWpmKpt&c=2b74f574d35269f9881d5f51c35c0797,https://www.zaobao.com.sg/realtime/singapore/story20190415-948828?utm_medium=social&utm_source=facebook#echobox=1555310767,Zaobao,20190415,Гетайский артист «Блэк» намерен признать себя виновным в скандировании секретных партийных лозунгов,"Подозреваемый в скандировании секретных партийных лозунгов на встрече в середине Юаня «черному» Вэйцзуну, винному королю Малайзии, завтра будет предъявлено обвинение. В интервью сегодня утром он сказал, что должен взять на себя ответственность за то, что он сделал неправильно, и намерен признать себя виновным. Эксклюзивное издание Xin Ming Daily сообщило, что инцидент произошел 7 сентября прошлого года во время ужина Zhongyuan Huigetai в блоке 101, Yishun Avenue 5. Когда «черный» король вина в Малайзии Вэй Цзун спел «Cheers to the Past», кто-то дважды пропел лозунг тайного общества и сказал, что это территория тайного общества, что заставило некоторых зрителей выглядеть смущенными и в убыток. . Согласно сообщениям, тот, кто выкрикивал этот лозунг, предположительно был одним из зрителей на месте происшествия, а другой человек — певцом Вэйцзун."
美股標普500指數收漲 市場期待G20報佳音,美國股市標準普爾 500 指數與那斯達克指數今天均收紅，投資人寄望本週末於日本大阪舉行的 20 國集團（G20 ）峰會，能夠在解決美國與中國長期貿易爭端上獲得進展。,https://cdn.taronews.tw/files/2018/09/chart-1905225_1280.jpg,https://taronews.tw/2019/06/28/385236/,芋傳媒,20190628,"Индекс S&P 500 акций США закрылся в плюсе, и рынок ожидает, что G20 сообщит хорошие новости","И S&P 500, и Nasdaq сегодня закрылись в минусе, так как инвесторы надеялись, что саммит G20 в эти выходные в Осаке, Япония, позволит добиться прогресса в разрешении давнего торгового спора между США и Китаем."
散播重罰50萬！北投多家醫院爆麻疹群聚感染？疾管署證實：假訊息,近日社群媒體流傳一則訊息指出，北投多家醫院爆發麻疹群聚感染，引發民眾恐慌。疾管署今天澄清此為不實訊息，散播、傳發者依法最重可罰50萬元。衛生福利部疾病管制署今（25）日透過新聞稿表示，最近許多民眾都收到一則訊息指出，北投出現麻疹病患，還傳染給很多醫護人員，因此4月23日起到醫院都, https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2018/05/11/20180511-122509_U4297_M411267_6520.jpg?itok=gZrLuG1P,https://www.storm.mg/article/1215118,風傳媒,20190426,Большой штраф 500 000 за распространение! Кластерная инфекция кори в нескольких больницах в Бэйтоу? CDC подтверждает: фейковые новости,"Недавно в социальных сетях распространилось сообщение о том, что в нескольких больницах Бэйтоу вспыхнули очаги заражения корью, что вызвало панику среди населения. Центры по контролю и профилактике заболеваний сегодня уточнили, что это ложная информация, и те, кто ее распространяет, могут быть оштрафованы на сумму до 500 000 юаней в соответствии с законом. Центры по контролю и профилактике заболеваний Министерства здравоохранения и социального обеспечения заявили в сегодняшнем (25-го) пресс-релизе, что многие люди недавно получили сообщение о том, что в Бэйтоу появились больные корью и заразили многих медицинских работников."
台陆委会主委：北京透过韩国瑜精心布局一国两制台湾方案,台湾主管大陆事务的陆委会主委陈明通表示，北京透过高雄市长韩国瑜布局一国两制台湾方案，不过，在野党国民党立委则批评，民进党政府不应该给韩国瑜戴红帽子。,https://gdb.voanews.com/72F4AC90-4FB6-4E99-921E-9E98A0FD26A4_cx0_cy3_cw0_w1200_r1_s.jpg,https://www.voachinese.com/a/Taiwan-MAC-Chairman-On-Han-Guoyu-Trip-To-China-20190327/4850096.html,VOA,20190328,"Председатель Совета по материковым делам Тайваня: Пекин тщательно реализует тайваньский план «одна страна, две системы» через Хань Гоюй","Чэнь Минтун, председатель Совета по материковым делам Тайваня, заявил, что Пекин развернул тайваньский план «одна страна, две системы» через мэра Гаосюна Хань Го-юя. -ю красную шапку."
不滿熨燙服務 獅航機師毆打飯店員工遭停飛,印尼獅子航空公司（Lion Air）今天表示，獅航一名機師因為不滿意制服熨燙方式而毆打飯店員工，現已遭到停飛處份。,https://cdn.taronews.tw/files/2018/10/1024px-Boeing_737-900ER_Lion_Air_Spijkers.jpg,https://taronews.tw/2019/05/03/329638/,芋傳媒,20190504,Пилот Lion Air осужден за избиение персонала отеля из-за глажки,"Индонезийская компания Lion Air заявила в понедельник, что пилот Lion Air, избивший работника отеля за то, что он был недоволен тем, как отглажена униформа, был наказан."
北柯南韓搶盡鋒頭  盧秀燕在台中聲音好微弱,同樣是藍軍新執政的直轄市，高雄、新北正在改變，台中呢？台中人應該很憂鬱，因為換人,https://www.cmmedia.com.tw/file/23375/1549852666_100073_cropped_85_1549852650_100073_main_Bin_4872盧秀燕韓國瑜.jpeg,https://www.cmmedia.com.tw/home/articles/14175,信傳媒,20190211,Северная Корея и Южная Корея оказались в центре внимания Голос Лу Сюяня настолько слаб в Тайчжуне,"Те же самые муниципалитеты, находящиеся в прямом подчинении центрального правительства, которыми недавно управляла «Синяя армия», Гаосюн и Новый Тайбэй меняются, а как насчет Тайчжуна? Люди в Тайчжуне должны быть очень подавлены из-за замены"
图辑：比英国还具英伦风的小镇,"福克兰群岛首府斯坦利距离英国本土大约9,000公里，但这里有传统英国酒吧和红色电话亭，让你感觉就像置身在英格兰一样。",https://ichef.bbci.co.uk/news/1024/branded_ukchina/14134/production/_94882228_22f19a78-e5d6-450c-8b69-35c261222b2b.jpg,https://www.bbc.com/ukchina/simp/vert-tra-39120851?ocid=socialflow_twitter,BBC,20181214,"На фото: Город более британский, чем Англия","Стэнли, столица Фолклендских островов, находится примерно в 9000 километрах от материковой части Великобритании, но с его традиционными британскими пабами и красными телефонными будками вы почувствуете себя в Англии."
王金平：一定會參選到底 靜觀未來發展,高雄市長韓國瑜與鴻海前董事長郭台銘競爭越來越激烈，前立法院長王金平今天受訪表示，憂心會影響國民黨未來團結，呼籲參選人都應互相節制，勿酸來酸去。,https://cdn.taronews.tw/files/2019/06/20190615PHO0128l.jpg,https://taronews.tw/2019/06/30/387257/,芋傳媒,20190701,Ван Цзиньпин: Обязательно добегу до конца и дождусь дальнейшего развития событий,"Конкуренция между мэром Гаосюна Хань Го-юем и бывшим председателем Хон Хай Терри Гоу становится все более и более ожесточенной.Бывший председатель законодательного органа Ван Цзиньпин сказал в сегодняшнем интервью, что он обеспокоен тем, что это повлияет на будущее единство Гоминьдана, и призвал на кандидатов проявлять сдержанность и не сердиться."
男子坠落尼加拉瀑布 侥幸生还,（早报讯）加拿大警方证实，一名男子日前坠落尼加拉瀑布（Niagara Fall）57公尺谷底，竟奇迹般生还，被发现时只受轻伤，坐在瀑布下方河流的石头上。据报道，警方周二清晨4时接获通报，指一名男子爬过挡土墙，准备向马蹄瀑布（Horseshoe Falls）的边缘前进，“情况相当危急”。当警员赶到现场时，男子已爬过最后一道栏杆，并在很短的时间内被瀑布卷走，消失在水气蒸腾的薄雾中。由于瀑布落差极高，且下方潭内遍布大量岩石，男子坠谷后原,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium/public/images/201907/20190711/photo.jpg.jpg?itok=T6wkzcpO,https://www.zaobao.com.sg/realtime/world/story20190711-971556?utm_medium=social&utm_source=facebook#echobox=1562814866,Zaobao,20190711,Мужчина пережил падение в Ниагарском водопаде,"(Morning News) Канадская полиция подтвердила, что несколько дней назад мужчина упал с высоты 57 метров на дно Ниагарского водопада (Niagara Falls), но чудом выжил. Согласно сообщениям, в 4 часа утра во вторник в полицию поступил звонок о том, что мужчина перелез через подпорную стену и собирался пробраться к краю (водопада «Подкова») «в очень критической ситуации». К тому времени, когда прибыли полицейские, мужчина перелез через последние перила и вскоре был смыт водопадом, прежде чем исчезнуть в дымящемся тумане. Из-за чрезвычайно высокого падения водопада и большого количества камней в бассейне внизу мужчина упал в долину и оказался"
經濟部首邀業者出席會議！林百里：台灣要發展AI，需注意「這些問題」,接地氣？經濟部今（30）日召開例行部務會議，被媒體發現廣達董事長林百里也列席，成為經部首例。經濟部長沈榮津表示，此次邀請林百里，是希望林以AI產業化為題分享業界經驗、提醒政府還有哪些事要做。而林百里在會議中，也提出台灣有人才少、市場少及電力不足等問題。經濟部的台商回台投資案審查，, https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2019/03/23/20190323-044937_U7167_M507934_f8e4.jpg?itok=leIAwHzA,https://www.storm.mg/article/1339160,風傳媒,20190531,"Министр экономики приглашает участников отрасли на встречу! Линь Байли: Тайваню нужно обратить внимание на «эти проблемы», если он хочет развивать ИИ","Приземленный? Сегодня (30 числа) в Министерстве экономики состоялось очередное министерское совещание, на котором, как стало известно СМИ, также присутствовал председатель Quanta Лин Бейли, что стало первым случаем в Министерстве экономики. Министр экономики Шэнь Жунджин сказал, что на этот раз приглашение Лин Байли связано с надеждой на то, что Линь поделится отраслевым опытом по теме индустриализации ИИ и напомнит правительству, что еще нужно сделать. На встрече Линь Байли также поднял такие вопросы, как нехватка талантов на Тайване, отсутствие рынка и нехватка электроэнергии. Рассмотрение Министерством экономики дела о возвращении тайваньских бизнесменов в тайваньские инвестиции,"
捷克舉辦六四天安門攝影展 紀念絲絨革命30周年,中國天安門事件和絲絨革命兩起歷史事件在同一年發生，捷克民眾當時也害怕會遭武力鎮壓，而捷克參議院為了紀念推翻捷克斯洛伐克共產政權的「絲絨革命」屆滿30年，近日舉辦六四天安門事件攝影展。主辦展覽的參議員黑爾茲（Marek Hilser）昨(22)日表示，在中國仍不能提到和六四天安門相關內容，中國依然嚴格,https://newtalk.tw/resize_action2/s.newtalk.tw/album/news/256/5cf5263427852.jpg?imgmax=800,https://newtalk.tw/news/view/2019-07-23/276350,NewTalk.tw,20190724,"4 июня в Чехии пройдет фотовыставка на площади Тяньаньмэнь, посвященная 30-летию Бархатной революции","Инцидент на площади Тяньаньмэнь в Китае и Бархатная революция произошли в один и тот же год. Чешский народ также боялся быть подавленным силой. Сенат Чехии недавно провел инцидент на площади Тяньаньмэнь 4 июня в ознаменование 30-летия «бархатной революции», которая свергла Коммунистический режим в Чехословакии.Фотовыставка. Сенатор Марек Хильзер, устроивший выставку, заявил вчера (22), что в Китае по-прежнему запрещено упоминать материалы, связанные с площадью Тяньаньмэнь, и Китай по-прежнему строго"
法国提醒美国不要退出欧洲防务,访美的法国国防部长帕利称，美国若决定退出欧洲防务并“处理自己的事务”，可能会反过来给美国自身带来麻烦。,http://i.ftimg.net/picture/5/000084375_piclink.jpg,http://www.ftchinese.com/story/001081935,FT,20190320,Франция предостерегает США от выхода из европейской обороны,"Министр обороны Франции Парли, находившийся с визитом в Соединенных Штатах, заявил, что, если Соединенные Штаты решат выйти из европейской обороны и «заниматься своими делами», это, в свою очередь, может создать проблемы для самих Соединенных Штатов."
第二次「特金會」，還有被照亮的越南,國際正在觀望，二次「特金會」帶來的實質成果，東道主越南則藉機會向世界推廣自己。,https://d32kak7w9u5ewj.cloudfront.net/media/image/2019/02/e465d960345f49009d9b2777b460f7a9.jpg,https://theinitium.com/article/20190228-photo-trump-kimjongun/,Initium,20190228,Вторая встреча Трампа и Кима и освещение Вьетнама,"Мир ждет, что принесет вторая встреча Трампа и Кима Вьетнам, принимающий встречу, пользуется возможностью, чтобы заявить о себе миру."
金正恩称朝俄对话有利地区稳定,朝鲜领导人金正恩表示，朝俄对话有望为稳定管控地区局势发挥积极作用。韩联社报道，金正恩周三（24日）乘坐专列抵达位于俄罗斯滨海边疆区的哈桑站后，接受了俄罗斯广播电视台的独家采访，并就即将举行的朝俄领导人会谈作上述表示。金正恩说，感谢俄罗斯人民的热情款待，他相信本次访问将圆满成功，并表示将同俄方就许多问题交换意见。,https://www.zaobao.com.sg/sites/default/files/styles/og_share_medium/public/images/201904/20190424/thchiang201904241652191.jpg?itok=bwc_mtew&c=00c7469b284dd8365af2b7bf7057c11c,https://www.zaobao.com.sg/realtime/world/story20190424-951228?utm_medium=social&utm_source=facebook#echobox=1556102411,Zaobao,20190425,"Ким Чен Ын заявил, что диалог между КНДР и Россией способствует стабильности в регионе","Северокорейский лидер Ким Чен Ын заявил, что диалог между Северной Кореей и Россией, как ожидается, сыграет положительную роль в стабилизации и контроле региональной ситуации. Информационное агентство Yonhap сообщило, что после того, как Ким Чен Ын прибыл на станцию ​​Хасан в Приморском крае России специальным поездом в среду (24-го числа), он согласился дать эксклюзивное интервью Российскому радио и телевидению и сделал вышеупомянутые замечания о предстоящей встрече лидеров КНДР и России. встреча. Ким Чен Ын выразил благодарность российскому народу за теплое гостеприимство, рассчитывая, что этот визит будет иметь полный успех, и выразил готовность обменяться мнениями с российской стороной по многим вопросам."
欧洲铁路巨擘合并遭遇阻力,德国联邦卡特尔局对西门子与阿尔斯通合并铁路业务的交易提出“严重质疑”，但该交易受到法德政府在政治上的全力支持。,http://i.ftimg.net/picture/2/000083022_piclink.jpg,http://www.ftchinese.com/story/001081058,FT,20190114,Консолидация европейских железнодорожных гигантов встречает сопротивление,"Немецкий офис Bundescartel выразил «серьезные сомнения» в отношении сделки по объединению железнодорожных операций Siemens с Alstom, но эта сделка пользуется полной политической поддержкой правительств Франции и Германии."
時代力量2大危機：黨內挺英派連署施壓、國會席次恐立即少一席,時代力量因私菸案遭泛綠排擠，不只對立委黃國昌火力全開，泛黃國昌體系的人也受到波及,https://www.cmmedia.com.tw/file/27723/1564556717_100073_cropped_94_1564556702_100073_main_（已使用）IMG_4397時代力量黨慶募款餐會.JPG,https://www.cmmedia.com.tw/home/articles/16781,信傳媒,20190801,"Два главных кризиса власти того времени: пробританская фракция в партии совместно подписала давление, и количество мест в Конгрессе может быть немедленно потеряно","Власть того времени была выдавлена ​​пан-зелеными из-за незаконного портсигара, не только оппозиционный законодатель Хуан Гочан был полностью уволен, но и люди в системе панхуан Гочан пострадали"
MLB》法蘭柯納掛保證 張育成最有機會在春訓鎮守游擊,來自台東的旅美好手張育成，在去年亞利桑那的秋季聯賽中表現相當出色，克里夫蘭印地安人總教練法蘭柯納（TerryFrancona）也看在眼裡，在陣中明星游擊手林多（FranciscoLindor）春訓時拉傷將缺陣7到9週的狀況下，法蘭柯納也表示：「張育成是最有機會在春訓擔任游擊手的球, https://image.cache.storm.mg/styles/smg-800x533-fp/s3/media/image/2018/10/06/20181006-105027_U12604_M460066_5015.jpg?itok=TNb3SwZT,https://www.storm.mg/article/952908,風傳媒,20190216,"MLB Фрэнк Коннер гарантирует, что у Чжан Юйчэна будет больше шансов защитить партизан на весенних тренировках.","Чжан Юйчэн, хороший игрок из Тайдуна, очень хорошо выступил в осенней лиге Аризоны в прошлом году. Это видел и главный тренер «Кливленд Индианс» Терри Франкона (Terry Francona). к напряжению во время весенних тренировок, и Франкона также сказал: «Чжан Юйчэн - игрок, у которого больше всего шансов стать шорт-стопом на весенних тренировках."
